Year,Totals.Capital outlay,Totals.Revenue,Totals.Expenditure,Totals.General expenditure,Totals.General revenue,Totals.Insurance trust  revenue,Totals.Intergovernmental,Totals.License tax,Totals.Selective sales tax,Totals.Tax,Details.Correction.Correction Total,Details.Education.Education Total,Details.Financial Aid.Assistance and Subsidies,Details.Financial Aid.Cash and Securities Total,Details.Health.Health Total Expenditure,Details.Intergovernmental.Intergovernmental Expenditure,Details.Intergovernmental.Intergovernmental to Combined and Unallocable,Details.Natural Resources.Natural Resources Construction,Details.Utilities.Utilities Current Operation,Details.Welfare.Welfare Institution Total Expenditure,Details.Natural Resources.Parks.Parks Total Expenditure,Details.Transportation.Highways.Highways Total Expenditure,Totals. Debt at end of fiscal year,Details.Insurance benefits and repayments,Details.Interest on debt,Details.Interest on general debt,Details.Miscellaneous general revenue,Details.Other taxes,Details.Police protection,Compliance_Ratio,State_ALASKA,State_ARIZONA,State_ARKANSAS,State_CALIFORNIA,State_COLORADO,State_CONNECTICUT,State_DELAWARE,State_FLORIDA,State_GEORGIA,State_HAWAII,State_IDAHO,State_ILLINOIS,State_INDIANA,State_IOWA,State_KANSAS,State_KENTUCKY,State_LOUISIANA,State_MAINE,State_MARYLAND,State_MASSACHUSETTS,State_MICHIGAN,State_MINNESOTA,State_MISSISSIPPI,State_MISSOURI,State_MONTANA,State_NEBRASKA,State_NEVADA,State_NEW HAMPSHIRE,State_NEW JERSEY,State_NEW MEXICO,State_NEW YORK,State_NORTH CAROLINA,State_NORTH DAKOTA,State_OHIO,State_OKLAHOMA,State_OREGON,State_PENNSYLVANIA,State_RHODE ISLAND,State_SOUTH CAROLINA,State_SOUTH DAKOTA,State_TENNESSEE,State_TEXAS,State_UNITED STATES,State_UTAH,State_VERMONT,State_VIRGINIA,State_WASHINGTON,State_WEST VIRGINIA,State_WISCONSIN,State_WYOMING,Compliance_Label
2016,2461311,0.03888866707407636,0.04820979112572507,40547925,41270639,2930421,11351831,1426235,4536737,25189128,563078,15029858,1058742,54448550,486653,13351607,1362435,656749,23451827,14449694,297225,3199357,16332086,5353191,649630,647046,1975968,1393979,432066,0.19645169368073756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,2022308,0.04751032174334222,0.0492015047287091,41301553,41455933,12177282,10984816,1477319,4718840,25594522,578693,16103496,1093828,87175076,599078,13754361,2780767,678074,24279033,14160731,295517,2797257,16361948,5468041,629515,629472,2053646,1326335,476588,0.3089909660555258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,1674123,0.051877690681108056,0.0519342482695097,43617042,44508071,13904613,11773755,1476228,4784552,26697469,655852,16412608,1244855,93332706,576722,14232133,2813937,654407,26462022,16079050,275483,2764069,16600028,5598698,572530,572530,3108156,1367099,496571,0.33262535496397594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,1898139,0.050733592077824075,0.053184293929221985,44756565,45716403,11437734,11803107,1495685,4963954,28175795,660882,16238777,1274320,98071308,604680,14965157,3114727,720032,26402183,16126298,295005,3128440,17113745,5793409,611785,611785,2750380,1398816,605841,0.3007012480463761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,477498,0.004041084243445135,0.004520550349362566,5216887,5289771,764788,2077281,155912,494777,2494392,87310,1993166,105325,7473451,153976,1765089,559063,125371,2852119,1210498,23769,538749,1625737,446313,115741,115741,223583,75462,36894,0.2683974246759162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,498350,0.004957660075514155,0.005010837783383777,5585172,6030790,1025420,2296460,185070,552605,2983438,91438,2041912,110321,9334817,155442,1946210,582749,212936,3019856,1349249,34031,570838,1659010,532433,110133,110133,213452,72779,36713,0.31987635263156255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,546155,0.005429867576837208,0.005634491696965427,6177031,6607121,960401,2494417,210330,655481,3325387,103383,2284893,145187,11687414,184112,2070637,646463,149779,3399050,1593618,59293,560284,2066203,515357,119962,119962,217735,67187,42014,0.3059643703042454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,572363,0.0059817913124224605,0.006299627758707581,6707914,7055718,1113829,2556495,226427,730669,3599244,139495,2494844,108787,12547784,193026,2278909,715932,164255,3737654,1631094,89931,584801,1924051,600559,115636,115636,247770,63908,49793,0.29795396027089116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,856423,0.0064974041195896256,0.007164445731051023,7436968,7461122,1269404,2696263,247462,770439,3860523,230472,2724296,115827,13089366,242541,2506429,791406,168063,3930553,1657877,108098,718420,2232015,671822,135813,135813,229338,66760,52324,0.27261661546578975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,925187,0.006986878688463889,0.008014092535304402,8013965,7895021,1363046,2904204,266271,748648,4016549,212029,2751842,129454,14574295,247910,2685689,961575,162509,4236392,1891305,115962,775672,2454627,877487,151531,151531,231664,68236,56158,0.250832683826383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,1013915,0.008093575061262443,0.008369618724560244,8526198,8399929,2062956,2947073,300255,763267,4242525,220605,3041818,146971,16484105,248810,2876187,1019722,190599,4452290,1887879,138674,867780,2673577,690420,156053,156053,427970,52823,55715,0.30852209234217765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,905315,0.008175536050865833,0.009006122787686303,9072583,8971867,1572633,3098579,281555,798107,4573823,237733,3179212,147102,18275051,269645,3018675,1150575,202585,4962236,2184860,50256,920104,3224428,728577,164907,164907,451313,51306,58444,0.2720692221850681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2000,980128,0.009528349373487321,0.010132018188578364,10049045,9635757,2380520,3469583,278803,813552,4711594,256750,3475688,156596,21915232,291496,3248019,1171818,232460,5615302,2532682,50249,964873,3222129,789655,182474,182474,548298,51477,68782,0.2920847985762517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2001,913532,0.009082241722947264,0.010945449564248155,10610118,10320074,1204020,3856416,304063,811664,4749481,271627,3662650,171780,23109542,281956,3354226,1233871,213993,6118400,2856361,73404,862068,3819476,980663,188821,188821,632501,63971,71659,0.2217596836367064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2002,992105,0.00849683585282869,0.012038661146677832,11461763,11043568,-167140,4534595,301354,842849,4728905,272024,3922172,170082,21777391,267921,3456588,1234666,198375,6774658,3412798,37484,968774,4159879,1138143,210862,210862,586749,63297,67902,0.14113150992488044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2003,951104,0.010636087692983335,0.01285769204690394,12094517,11873033,1335666,5086417,314482,844894,4999144,295629,4028841,164132,22100380,285729,3665580,1343849,214849,7263115,3712507,43360,974381,4166614,1259038,199916,199916,542397,70978,68338,0.21852875282403605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2004,966268,0.012425728028630852,0.013676675557424241,12766451,12196208,2961351,5424813,318488,908294,5124730,306477,4310712,157645,23288104,297655,3880446,1321903,235490,7719170,3981710,45853,1012320,4378804,1339387,200372,200372,435408,109490,75257,0.27100219035699347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2012,1252894,0.015546200267536815,0.019910587795684904,17373134,17034877,1459125,7809467,517983,1324426,6953365,360649,5561568,258895,21185818,361049,5138081,1340135,290930,10643190,5440263,84340,1452220,7194251,2458855,299384,299384,577506,141767,113297,0.18371036218542813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2013,1190761,0.018635691957971687,0.019965116114445645,17386707,17510532,4352720,7649292,530010,1379611,7402725,376455,5456159,280220,23432723,347276,5053070,1024941,291359,10814367,5816559,89791,1376640,7112560,2488250,275259,275259,627621,130017,112169,0.2867889714644746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2014,1212041,0.019660163198539162,0.020042710295467975,17374197,17577089,5396348,7377669,559218,1401203,7575395,382143,5545757,308343,16140257,324382,4919968,952867,274342,10888369,5812078,56098,1375932,7218459,2567215,278035,278035,640330,116696,116839,0.3188858948324186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2015,1376772,0.017893279344359463,0.021083047890685002,18354508,18689989,2330234,8024835,606432,1451003,7902885,371359,5791535,346575,20765445,340349,5138598,1136137,331887,11539814,6228236,62572,1327966,7470450,2526839,211297,211297,562120,104691,162829,0.22927096232011257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2016,1112730,0.01743293998151579,0.021859480830586666,18935661,18902641,1588885,8293555,553510,1480034,7660391,336200,6388842,362632,20271744,311368,5267943,679942,275066,12208851,6572325,44535,1054046,7283371,2645918,262717,262717,704057,65923,139520,0.19425756215763235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,1077774,0.02099932793341228,0.021858555654284708,18940324,19000703,5381266,8211496,494921,1466766,7724629,330802,5924470,398739,35381102,387680,4859603,1609707,301826,12575906,6645218,37970,1163541,7470178,2632129,315781,315781,817214,72735,139942,0.3052569667698336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,1049451,0.02018399550276794,0.021827611253433108,18783181,19137029,4342133,8271815,492415,1473102,7890571,325624,5823915,403554,37860539,394882,4882566,1653401,312207,12448326,6555090,40626,1156606,7252112,2751597,295707,295707,650172,76958,142346,0.2807783770852931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,981154,0.020053966038855148,0.02239875306482825,19209166,19731475,3591908,8330020,512541,1501171,8288883,328748,5906131,427358,39165798,396486,5175676,1822056,292725,12620848,6664922,33578,1128882,7225292,2845248,311206,311206,696248,80103,154187,0.26072316182837496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,712495,0.009014878040979932,0.009565145758860704,9513043,9872284,1746962,2956376,407396,671959,5131360,201873,3529312,321312,17773841,333158,2773013,537333,213410,5311631,2516484,32012,958218,6301143,932806,394592,394592,968100,61591,97446,0.2934252033871817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,867289,0.009873589271806777,0.010047344631732093,9902150,10334735,2224032,3220673,439361,749966,5479884,208022,3700500,348308,19344595,388672,2909208,547089,201863,5349078,2498383,27161,938015,6516158,991407,428267,428267,759058,74684,104283,0.3186235712606378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,747704,0.01060470590363489,0.010753276767939347,10589856,11345021,2013665,3718513,460153,789837,5909982,221697,3942657,427402,20946819,435920,3250024,719906,208465,5772480,2665909,23115,1110567,6511570,959139,392246,392246,778979,70188,116245,0.32100779459344375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,955731,0.012640750181441307,0.011758208867726539,11400149,12515675,3070659,3802198,481194,928478,6751959,265242,4285044,440156,27125007,487949,3461819,732869,237847,6192522,2887551,26933,1159689,6714353,1081897,349921,349921,922345,89690,126120,0.37820757795568904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,1112757,0.013979243134891062,0.012256262828305851,11854451,13022026,4028761,3710742,516491,985987,7210351,312039,4386693,433122,29304753,551261,3434437,765650,230651,6463709,2898138,28190,1151756,7128377,1090024,410426,410426,997509,76145,130094,0.42081039580685253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,1332136,0.013567801233773106,0.01364051505781784,13082000,13773787,2826839,3719819,562367,1109501,7815966,368118,5051366,430471,32266896,569282,3944195,784523,263132,6932243,3066313,37805,1264747,7579129,1147714,442955,442955,1083961,102426,155908,0.3271752838643335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,1233932,0.015779663048915617,0.0148075188744178,14191332,14884052,4136585,4246338,574521,1171787,8221876,461253,5450817,449358,35726293,603186,4176567,1166926,247236,7853817,3301240,38075,1278170,8091313,1121912,477658,477658,1214435,118108,154872,0.37410640923093563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,1400785,0.01622207270266803,0.01611249028019632,15345903,15770004,3734676,4733323,603109,1202390,8563594,492239,5731961,460993,39727822,619811,4441636,1188146,251546,8542843,3725982,53725,1399336,8903117,1178970,499646,499646,1227903,138080,171600,0.33569621434080565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2000,1457676,0.016957399164749202,0.016939912389466138,15837256,16485555,3823650,5256129,575609,1244074,8571548,529451,5949860,490406,47592204,591534,4528746,1135060,284332,8816971,4006324,42521,1491193,9819715,1455855,543457,543457,1306808,148583,158817,0.33202040021922974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2001,1407343,0.016797206257933326,0.018657791378958424,17123078,17527810,2606127,5612433,587063,1220236,8837196,604714,6432878,530522,44991145,612744,4802371,903186,312028,9799623,4678233,41493,1545353,11373216,1765035,583219,583219,1629753,173551,177903,0.26459427666800217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2002,1556163,0.015838815459716313,0.020760892670625707,18707684,18653645,431711,6818675,517675,1285224,8728932,619674,6717220,589155,47734162,485805,5073185,956587,293627,10921216,5496624,50672,1871062,12692540,2133099,567965,567965,1662365,155465,211894,0.17122004505678956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2003,1712778,0.018524444954263072,0.021542191671682483,19137212,19135079,2888640,7172806,562934,1406582,8627396,656273,6732710,596467,49558702,585878,5159094,934041,290176,11063929,5591971,56018,1854329,13855016,2428979,604950,604950,1629129,112493,162920,0.23677673965914403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2004,1505282,0.022376014631242194,0.022051381136087095,19487011,20204731,6033013,7412108,605590,1518453,9119664,609300,6868317,653594,59430937,665345,5260101,1022995,325328,11428958,5657912,52556,1853322,16218362,2551924,639106,639106,1788756,100451,134869,0.3420337307566915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2012,1807953,0.02638983643074717,0.03237225376452918,27084434,26613927,4015363,10873323,563570,1661530,10801860,777975,9058258,666707,53896989,1450779,5907898,1342013,350627,17867600,8321602,34229,1821284,20385537,4530545,840900,840900,2309549,39983,298978,0.2040773153274148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2013,1481396,0.03114009610214394,0.03175309756484389,26569161,26740604,9085973,10511790,549473,1636512,11139394,791783,8950544,696207,60242065,1530630,5792122,1283989,340618,17814702,8180389,37034,1554261,19307770,4470708,791599,791599,2339767,40969,253290,0.31930401869683944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2014,1342233,0.03360338422532477,0.032288699250963164,26906482,26752435,11769240,10423493,564471,1629647,11240654,809485,9167299,724003,54058121,1560119,5813775,1251459,341053,18279587,8383880,42063,1428513,19041613,4630961,753466,753466,2302821,41273,241828,0.3611124948304014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2015,1388105,0.029523867686545052,0.033050379990855625,27826546,28144387,5913865,10746184,596983,1704177,12005133,770323,9507971,608339,49937081,1659447,6020864,1350250,356476,19040558,8676992,53667,1424753,19396172,4416698,776660,776660,2449322,42032,250460,0.2584216866478384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2016,1317546,0.0286637516556533,0.03381887623207379,28426704,28955152,4162042,10994889,599276,1765868,12297119,764876,9660500,623842,48119245,1753587,6209802,1331150,363286,19513333,8897083,76372,1330238,19103212,4530193,770035,770035,2591454,43142,240058,0.22646229195080014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,1303102,0.035220239636918796,0.03504983999592837,29431604,29579711,10710975,11349148,588600,1799366,12493358,772211,9888910,637600,90677279,1955896,6344342,1520827,372679,20380032,9227266,63227,1338083,18419751,4669557,773033,773033,2607872,43911,250537,0.33629116056907804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,1346223,0.03571142153599556,0.03597719299323598,30128067,30927033,9901058,11957330,596167,1852953,13025070,783787,9820813,621873,94734204,2006652,6336547,1469262,375964,21059634,9685146,41499,1488273,17854734,4834456,769954,769954,2805169,45728,258835,0.3277624744264984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,1294797,0.034514523654800386,0.036329181110138005,30465170,31349100,8169458,12012234,628550,1817109,13181385,804782,10156760,580811,98259648,2040039,6380912,1505976,187695,21458662,9652231,41956,1467590,17068152,4824672,755644,755644,2881917,46696,256644,0.2979744516919792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,233948,0.0009043594640354877,0.0009638387626220396,2108236,2205009,504065,685573,120083,202157,1034876,37479,789841,59340,5154170,84636,610522,193818,94666,1124492,355035,4720,283277,1867677,317671,113806,113806,312502,333415,23040,0.29579868080220406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,236771,0.0011577161154290928,0.001182811514602085,2283275,2407806,577907,769582,125738,200143,1129966,39912,848597,65660,5441567,96446,659613,207650,97319,1235667,425696,4297,284546,1749316,346164,119214,119214,327544,362044,24820,0.30753561190696155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,279055,0.0012888460212925354,0.0013062250789048027,2393009,2518229,610703,839586,132624,242219,1160867,40586,895905,72219,6359279,108807,675772,226556,93639,1298898,438128,22980,301859,2107542,350885,100846,100846,318182,371508,26548,0.3105374996232241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,317778,0.0014044874808970956,0.0015325453893620892,2564874,2644417,611015,877193,140549,249108,1214152,49635,980616,82641,6642064,116474,684581,242246,127661,1395406,463383,5104,298378,2209910,389535,117866,117866,320501,376882,28400,0.2870248449659457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,352265,0.0015303784056466521,0.0016923757884980627,2729248,2785538,605781,991179,147824,269478,1211162,66232,1014273,101490,6492104,135250,699428,223239,109983,1469938,509929,5853,340020,2244202,376661,136423,136423,333609,335006,30181,0.2819099101629591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,346100,0.0016157458297600656,0.0017652826968008184,2825746,2878900,612386,959197,151322,274367,1308855,73189,1019932,65991,6727293,162858,714924,238793,145817,1596989,500598,5651,343808,2055644,348904,130989,130989,335425,394891,32673,0.28566647854821625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,346427,0.0017090210809141877,0.0018280417458287918,2889840,2980419,611455,1047919,156932,274745,1327652,86907,1058894,59621,7240379,188941,712620,201326,148188,1666753,465737,7099,349196,2258784,342408,134338,134338,309171,373886,34833,0.292901893737901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,446292,0.0017999227043724337,0.0020970838760688754,3135665,3120522,569445,1151940,116561,304341,1345730,94084,1106648,56886,7568492,198222,708248,253718,161025,1807393,494796,12760,402641,2355378,345586,147560,147560,311807,352172,38160,0.2613570615323064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2000,407119,0.0022377194590177648,0.0023191725012055697,3324887,3496185,665505,1205898,123158,343911,1410760,104223,1148326,62883,10184389,215078,760511,281856,154952,1985315,548277,13975,434321,2557342,359814,142526,142526,542396,327658,37726,0.30487604478782104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2001,431048,0.0022560376131497443,0.0026744671271262304,3619417,3602354,581127,1318446,124536,352364,1495810,106955,1205168,68838,9756638,233868,863553,358121,218327,2144785,602847,11199,427498,2739648,393436,146389,146389,432448,359225,40971,0.25066553796983526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2002,426510,0.0020813022379976773,0.0029082136198908424,3784702,3721242,266309,1426854,199479,370801,1442731,106311,1289328,74015,9877007,253857,910845,379267,182521,2268655,659976,6468,452804,2751900,442388,142663,142663,464270,286710,43257,0.18978409366009497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
